iter	Logloss
312	0.2637239147
313	0.2637111574
314	0.2636953948
315	0.2636830066
316	0.26366265
317	0.2636444111
318	0.2636246425
319	0.2636145591
320	0.2636003864
321	0.2635806333
322	0.2635669449
323	0.2635550198
324	0.2635357763
325	0.2635193239
326	0.2635010095
327	0.2634842084
328	0.2634708862
329	0.2634604773
330	0.2634452553
331	0.2634290646
332	0.2634076887
333	0.2633931216
334	0.2633769047
335	0.2633659678
336	0.263352107
337	0.2633349871
338	0.2633209345
339	0.2633090433
340	0.2632921346
341	0.2632722759
342	0.2632577641
343	0.263235959
344	0.263213592
345	0.2631986869
346	0.2631853211
347	0.2631635045
348	0.2631443278
349	0.263128509
350	0.2631116624
351	0.2630943109
352	0.2630740637
353	0.2630530376
354	0.2630392408
355	0.2630166151
356	0.2630080208
357	0.2629894525
358	0.2629689302
359	0.2629563918
360	0.2629297224
361	0.2629143086
362	0.2629044935
363	0.2628843355
364	0.2628635981
365	0.2628465537
366	0.262826943
367	0.262818588
368	0.2628067646
369	0.2627946613
370	0.2627856736
371	0.2627762441
372	0.2627623446
373	0.2627448382
374	0.262733598
375	0.2627170536
376	0.2627036511
377	0.2626855575
378	0.2626719651
379	0.2626574542
380	0.2626458159
381	0.2626249835
382	0.2626094729
383	0.2625941869
384	0.2625696634
385	0.262555293
386	0.2625412704
387	0.2625246175
388	0.2625110948
389	0.2625010783
390	0.2624833142
391	0.2624713842
392	0.2624475824
393	0.2624232778
394	0.2624067799
395	0.262391931
396	0.2623738074
397	0.262354747
398	0.2623470478
399	0.2623367416
400	0.262322379
401	0.2623010874
402	0.262284201
403	0.2622749614
404	0.2622588017
405	0.2622506898
406	0.2622352818
407	0.2622231077
408	0.2622091374
409	0.2621937895
410	0.2621832382
411	0.26216532
412	0.2621508983
413	0.262135314
414	0.2621258855
415	0.26211071
416	0.2620960461
417	0.2620805984
418	0.262064271
419	0.2620481122
420	0.2620357269
421	0.2620183483
422	0.2620084548
423	0.2619962023
424	0.2619820779
425	0.2619664035
426	0.2619495607
427	0.2619274883
428	0.2619166793
429	0.2619012655
430	0.2618846116
431	0.2618726816
432	0.2618579518
433	0.2618433508
434	0.2618222637
435	0.261813493
436	0.2617853897
437	0.2617699265
438	0.2617556395
439	0.2617391997
440	0.2617217853
441	0.2617021872
442	0.2616852039
443	0.2616686828
444	0.261650409
445	0.2616343955
446	0.2616142162
447	0.2615984788
448	0.2615819353
449	0.261572004
450	0.261554331
451	0.2615375628
452	0.2615207151
453	0.2615065627
454	0.2614923968
455	0.2614771806
456	0.2614621747
457	0.2614440133
458	0.2614303279
459	0.2614103306
460	0.2613942794
461	0.2613740603
462	0.2613560026
463	0.2613440426
464	0.2613290415
465	0.2613129728
466	0.2612944181
467	0.2612846195
468	0.2612656705
469	0.2612490273
470	0.2612370886
471	0.2612250938
472	0.2612068956
473	0.261193899
474	0.261183088
475	0.2611646409
476	0.261149197
477	0.2611307363
478	0.2611179238
479	0.2611037026
480	0.2610852322
481	0.2610705169
482	0.2610585763
483	0.2610461251
484	0.2610297948
485	0.2610169087
486	0.2610058797
487	0.2610016131
488	0.2609850755
489	0.2609706363
490	0.260955331
491	0.2609364324
492	0.2609175812
493	0.260904386
494	0.2608875132
495	0.2608714009
496	0.2608528375
497	0.2608411061
498	0.2608263046
499	0.2608085957
500	0.2607886963
501	0.2607703654
502	0.2607605397
503	0.2607432745
504	0.2607288605
505	0.2607178693
506	0.2607032984
507	0.2606958599
508	0.2606776501
509	0.2606653404
510	0.2606507036
511	0.2606326071
512	0.2606136446
513	0.2605913318
514	0.2605793883
515	0.2605613665
516	0.2605477363
517	0.2605280645
518	0.2605193104
519	0.2604983898
520	0.2604864521
521	0.2604755075
522	0.2604672881
523	0.2604546121
524	0.2604323324
525	0.2604235898
526	0.2604075104
527	0.2603867701
528	0.2603722205
529	0.2603620615
530	0.2603458543
531	0.2603252457
532	0.2603078885
533	0.2602931751
534	0.2602804953
535	0.2602657907
536	0.2602510928
537	0.2602306586
538	0.2602256605
539	0.2602099154
540	0.2601928285
541	0.2601832179
542	0.2601666124
543	0.2601516423
544	0.2601418573
545	0.2601269948
546	0.2601053399
547	0.2600873927
548	0.2600719178
549	0.2600644473
550	0.2600527654
551	0.2600355699
552	0.2600215987
553	0.2600012924
554	0.2599880429
555	0.2599731697
556	0.2599540861
557	0.2599371813
558	0.2599205845
559	0.2599083165
560	0.2598971519
561	0.2598809931
562	0.2598669589
563	0.2598472939
564	0.2598335833
565	0.2598145936
566	0.2598005633
567	0.2597920038
568	0.2597717043
569	0.2597628038
570	0.2597523833
571	0.2597416915
572	0.2597355589
573	0.259721671
574	0.2596992604
575	0.2596821686
576	0.2596688998
577	0.2596554217
578	0.2596307266
579	0.2596154427
580	0.2596010791
581	0.2595869344
582	0.2595737518
583	0.2595581074
584	0.2595424291
585	0.2595326635
586	0.2595139867
587	0.2595022312
588	0.2594914774
589	0.2594805947
590	0.2594663338
591	0.2594450374
592	0.2594301157
593	0.2594142572
594	0.2594031479
595	0.2593986816
596	0.2593841727
597	0.259364624
598	0.259348939
599	0.259340117
600	0.2593346102
601	0.2593253871
602	0.2593160594
603	0.2593008258
604	0.2592897523
605	0.2592777875
606	0.2592708508
607	0.2592503546
608	0.2592390999
609	0.2592265964
610	0.2592156944
611	0.2591998756
612	0.2591955402
613	0.259181537
614	0.2591698037
615	0.2591589084
616	0.2591442367
617	0.2591307518
618	0.2591134072
619	0.2590993032
620	0.2590889534
621	0.2590639619
622	0.2590482071
623	0.259031966
624	0.2590146668
625	0.2589995107
626	0.2589866837
627	0.2589805375
628	0.2589674624
629	0.2589572076
630	0.2589455411
631	0.2589327431
632	0.2589253424
633	0.2589139065
634	0.2589003829
635	0.2588925345
636	0.2588775073
637	0.2588612051
638	0.2588524935
639	0.2588439244
640	0.2588258715
641	0.2588097001
642	0.2587954935
643	0.2587803974
644	0.2587593025
645	0.2587443005
646	0.2587205966
647	0.2587096112
648	0.2586963549
649	0.2586814924
650	0.2586714381
651	0.2586580123
652	0.2586456415
653	0.2586342182
654	0.2586182755
655	0.2586020479
656	0.2585896887
657	0.2585753668
658	0.258558337
659	0.2585432245
660	0.2585312597
661	0.2585207752
662	0.2585140478
663	0.2585067817
664	0.2584880894
665	0.2584801481
666	0.2584662882
667	0.2584587499
668	0.2584493418
669	0.2584409984
670	0.2584286954
671	0.2584084792
672	0.2583976218
673	0.2583819658
674	0.2583692317
675	0.2583552072
676	0.2583417872
677	0.2583330795
678	0.2583164712
679	0.2583020591
680	0.2582893086
681	0.258276
682	0.2582672749
683	0.258259289
684	0.258240806
685	0.2582276621
686	0.2582114917
687	0.2582002864
688	0.2581930135
689	0.2581835143
690	0.2581721598
691	0.2581602541
692	0.2581446969
693	0.2581301105
694	0.2581143566
695	0.2581048177
696	0.2580883867
697	0.2580701807
698	0.2580554519
699	0.2580494055
700	0.2580301465
701	0.2580188889
702	0.2580114455
703	0.2579974249
704	0.2579883074
705	0.2579770149
706	0.2579645144
707	0.2579490889
708	0.2579314779
709	0.2579158877
710	0.2579039355
711	0.2578901687
712	0.2578706132
713	0.2578616817
714	0.2578524838
715	0.257842011
716	0.2578221
717	0.2578121425
718	0.257795416
719	0.2577807327
720	0.2577663274
721	0.257752732
722	0.2577392065
723	0.2577338247
724	0.2577199223
725	0.2577044891
726	0.2576948727
727	0.2576858898
728	0.257677778
729	0.2576702891
730	0.2576631944
731	0.2576467925
732	0.257626304
733	0.2576109203
734	0.2575965751
735	0.2575848873
736	0.2575714044
737	0.2575603144
738	0.2575469932
739	0.257531747
740	0.2575205902
741	0.257493787
742	0.257484747
743	0.2574750831
744	0.2574580621
745	0.2574478847
746	0.2574362134
747	0.2574221976
748	0.2574131828
749	0.2574013275
750	0.2573867062
751	0.2573718271
752	0.2573627891
753	0.257351734
754	0.2573408193
755	0.2573263133
756	0.2573128807
757	0.2572934154
758	0.2572798714
759	0.2572657258
760	0.2572534809
761	0.2572347674
762	0.2572228384
763	0.2572142654
764	0.257202939
765	0.2571876395
766	0.2571786518
767	0.2571643783
768	0.2571508237
769	0.2571334694
770	0.2571231999
771	0.2571113494
772	0.2570984487
773	0.2570862049
774	0.2570742808
775	0.2570646798
776	0.2570540762
777	0.2570435374
778	0.2570337524
779	0.2570194412
780	0.2570091543
781	0.2569946715
782	0.2569790058
783	0.2569633489
784	0.2569602487
785	0.2569523374
786	0.2569365603
787	0.2569278245
788	0.2569165456
789	0.2569026538
790	0.2568867468
791	0.2568779462
792	0.2568623764
793	0.2568509202
794	0.2568345589
795	0.2568259781
796	0.2568114672
797	0.2568032856
798	0.2567941807
799	0.2567811754
800	0.2567626876
801	0.2567516431
802	0.2567419463
803	0.2567320615
804	0.2567166554
805	0.2567019314
806	0.2566873818
807	0.2566747049
808	0.2566625347
809	0.2566478882
810	0.2566294691
811	0.2566194826
812	0.2566017805
813	0.2565873655
814	0.2565752205
815	0.2565657891
816	0.2565525484
817	0.2565360272
818	0.2565263924
819	0.256509009
820	0.2564956936
821	0.2564832396
822	0.256475367
823	0.256460239
824	0.2564435977
825	0.2564318034
826	0.2564260932
827	0.2564119515
828	0.2563948916
829	0.2563855378
830	0.2563727737
831	0.2563549843
832	0.2563398476
833	0.2563273567
834	0.2563207184
835	0.2563032459
836	0.256294919
837	0.2562771771
838	0.2562606104
839	0.256248914
840	0.2562342268
841	0.2562150026
842	0.2562039785
843	0.2561887672
844	0.2561752358
845	0.2561645702
846	0.2561489975
847	0.2561390594
848	0.2561284926
849	0.2561111528
850	0.2560949881
851	0.2560845598
852	0.2560694832
853	0.2560583419
854	0.2560415446
855	0.2560339995
856	0.2560176527
857	0.256004814
858	0.2559940195
859	0.2559829925
860	0.2559712883
861	0.2559598321
862	0.2559474962
863	0.2559329979
864	0.2559160893
865	0.255899976
866	0.2558879414
867	0.2558750126
868	0.2558667283
869	0.2558500318
870	0.2558411565
871	0.2558266834
872	0.255817626
873	0.2558040316
874	0.2557947397
875	0.2557850264
876	0.2557738938
877	0.2557614998
878	0.255744906
879	0.2557389129
880	0.2557263552
881	0.2557150908
882	0.2557022589
883	0.2556910052
884	0.2556816842
885	0.2556744792
886	0.2556656843
887	0.2556512093
888	0.2556421412
889	0.255629783
890	0.255618134
891	0.2556064133
892	0.2555914471
893	0.2555741752
894	0.2555596749
895	0.2555479949
896	0.2555374407
897	0.25552277
898	0.2555164921
899	0.2554979762
900	0.2554839855
901	0.2554726814
902	0.2554558144
903	0.255447037
904	0.2554396294
905	0.2554261494
906	0.2554078359
907	0.2553931245
908	0.2553773174
909	0.2553627436
910	0.2553508591
911	0.2553423394
912	0.2553249851
913	0.2553169246
914	0.255303118
915	0.2552897988
916	0.255270812
917	0.2552530053
918	0.2552328869
919	0.2552195144
920	0.2552135853
921	0.2552001585
922	0.2551897709
923	0.2551713799
924	0.2551610582
925	0.2551399013
926	0.2551277669
927	0.255119036
928	0.255104808
929	0.2550917639
930	0.255079181
931	0.255064675
932	0.255054641
933	0.2550432429
934	0.2550326112
935	0.2550230684
936	0.2550117643
937	0.2549993083
938	0.2549822494
939	0.2549733334
940	0.2549604647
941	0.2549500209
942	0.2549324244
943	0.2549223381
944	0.2549084105
945	0.2549001465
946	0.2548805658
947	0.2548678889
948	0.2548509396
949	0.254837351
950	0.2548314955
951	0.2548152824
952	0.2548017384
953	0.2547913634
954	0.2547750409
955	0.2547632882
956	0.2547468533
957	0.2547310578
958	0.254717974
959	0.2547042246
960	0.2546909335
961	0.2546719777
962	0.2546637186
963	0.2546499983
964	0.2546430461
965	0.2546340322
966	0.2546232242
967	0.2546147761
968	0.2546030031
969	0.2545976301
970	0.2545855141
971	0.254579678
972	0.2545680571
973	0.2545545276
974	0.2545408035
975	0.2545343395
976	0.254525194
977	0.2545149381
978	0.2545033017
979	0.2544925489
980	0.2544777687
981	0.2544619538
982	0.2544489959
983	0.2544446682
984	0.2544297108
985	0.254415817
986	0.2544000612
987	0.2543853818
988	0.2543732377
989	0.2543631621
990	0.2543547441
991	0.2543423627
992	0.2543317077
993	0.2543168161
994	0.2543039628
995	0.2542889075
996	0.2542697308
997	0.2542499797
998	0.2542435874
999	0.2542316604
